date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_d1d13_ar13
1951-03-01,1843.040350877192,1774.286051435539,1900.9785421835145,1814,1650.0431531642243
1951-04-01,1951.0929824561397,1878.409868828925,2002.7766173627317,1900,1735.5211881898458
1951-05-01,2013.9877192982449,1937.3757907455015,2059.2875900695763,2051,2059.4323092802033
1951-06-01,2168.461403508771,2087.9206583343366,2207.248302409315,2290,2243.0639720915115
1951-07-01,2558.6719298245607,2474.202365324182,2590.8166491187885,2599,2505.690404479523
1951-08-01,3663.461403508771,3575.0630136296704,3688.834735461154,3428,3447.2218188010147
1951-09-01,2913.6719298245607,2821.344726479984,2932.1446666995694,2262,3216.806776688809
1951-10-01,2444.619298245613,2348.363278416623,2456.06223230772,2242,2018.5965940809674
1951-11-01,2265.0929824561395,2164.9081430623355,2269.376905969816,2103,1945.350122515054
1951-12-01,2026.5666666666657,1922.4530070648784,2023.562371896383,1825,1810.473888536565
1952-01-01,1849.7802631578936,1742.228884463913,1867.918948325576,1670,1564.454436928192
1952-02-01,1832.1486842105253,1721.650698611449,1843.75524184713,1681,1574.520393196577
1952-03-01,1968.832894736841,1855.3883000977903,1973.8104190407207,1713,1586.8698042319584
1952-04-01,2076.8855263157884,1960.4943217812288,2075.1371114852973,1954,1792.4934808245735
1952-05-01,2139.780263157894,2020.4424479878576,2131.209003391384,1876,2064.0757810885334
1952-06-01,2294.25394736842,2171.969519866745,2278.762936864247,2272,2292.972049805392
1952-07-01,2684.4644736842097,2559.2334311466434,2661.956806640726,2612,2496.1662001117747
1952-08-01,3789.25394736842,3661.076283742184,3759.632717983981,3590,3402.3170645587597
1952-09-01,3039.4644736842097,2908.34020088255,3002.6327761571656,2496,2527.949162726716
1952-10-01,2570.4118421052626,2436.340957109242,2526.272770633969,2441,2391.2745564996276
1952-11-01,2390.885526315789,2253.868026045008,2339.342175098599,2340,2195.558485689039
1952-12-01,2152.359210526315,2012.3950943376024,2093.3146737615825,2090,2020.7599051116322
1953-01-01,1975.5728070175428,1833.1531760266896,1937.4905848610747,1812,1841.8684165104205
1953-02-01,1957.9412280701745,1813.5571944642784,1913.1785149868097,1788,1852.2640728521565
1953-03-01,2094.6254385964903,1948.2770002406724,2043.1176307184635,1837,1915.4649992257187
1953-04-01,2202.678070175438,2054.365226214163,2144.360563634985,1993,2021.0194374229977
1953-05-01,2265.572807017543,2115.295556710845,2200.3809979468992,2021,2065.683179986679
1953-06-01,2420.046491228069,2267.8048328797854,2347.915775759471,2199,2381.239722657476
1953-07-01,2810.257017543858,2656.050948449736,2731.122791809542,2622,2609.9441725559764
1953-08-01,3915.0464912280695,3758.8760053353294,3828.84415136027,3787,3529.7495547515437
1953-09-01,3165.257017543858,3007.122126765748,3071.9219596748108,2914,2554.2235968120904
1953-10-01,2696.204385964911,2536.1050872824926,2595.672006226852,2487,2726.6867451614517
1953-11-01,2516.678070175438,2354.6143605083103,2408.883764700602,2314,2482.9406570020947
1953-12-01,2278.151754385964,2114.1236330909583,2163.030919306588,2139,2056.640816530725
1954-01-01,2101.365350877192,1935.8639190700976,2007.413788282964,2124,1891.643382800355
1954-02-01,2083.733771929824,1917.2501417977392,1983.340978219465,2214,2047.092538308435
1954-03-01,2220.4179824561397,2052.952151864186,2113.551655695767,2234,2188.910692110557
1954-04-01,2328.470614035087,2160.022582127729,2215.0984522908198,2279,2397.5923975792393
1954-05-01,2391.365350877192,2221.935116914464,2271.4550522151458,2423,2251.754149424397
1954-06-01,2545.8390350877185,2375.4265973734564,2419.358297574013,2290,2605.2059702262122
1954-07-01,2936.049561403508,2764.65491723346,2802.96608310426,2903,2862.1593079036884
1954-08-01,4040.8390350877194,3868.462178409106,3901.120514069047,4485,3981.396229431487
1954-09-01,3291.049561403508,3117.6905041295768,3144.663695731529,3085,3287.061570222675
1954-10-01,2821.9969298245605,2647.6556689363742,2668.911417565393,2852,2942.9117598776284
1954-11-01,2642.4706140350872,2467.147146452244,2482.653153254849,2629,2725.3903657133005
1954-12-01,2403.944298245613,2227.638623324945,2237.362587010421,2435,2468.0376094190797
1955-01-01,2227.157894736841,2050.3611135941374,2082.3400370702666,2227,2317.5283871793417
1955-02-01,2209.526315789473,2032.729540611831,2058.89411002412,1944,2340.9693424101124
1955-03-01,2346.210526315788,2169.41375496833,2189.763972451656,2125,2142.592934682514
1955-04-01,2454.263157894736,2277.4663895219264,2292.002255931823,2260,2276.4975961192904
1955-05-01,2517.157894736841,2340.361128598713,2349.0826446751485,2299,2357.0249417504992
1955-06-01,2671.6315789473674,2494.834813347759,2497.7419807868946,2323,2347.4866481199406
1955-07-01,3061.842105263157,2885.0453374978147,2882.1381590039045,2659,2907.7742384582943
1955-08-01,4166.631578947367,3989.8348029635135,3981.1132845893353,3761,4038.965598575899
1955-09-01,3416.842105263157,3240.045332974037,3225.5094628063443,2779,2743.660015664742
1955-10-01,2947.789473684209,2770.992702070887,2750.6424831286167,2761,2463.585475053731
1955-11-01,2768.263157894736,2591.4663838768097,2565.3018192403624,2446,2441.98325304631
1955-12-01,2529.7368421052624,2352.940065039563,2320.961155352108,2278,2272.578167906351
1956-01-01,2352.95043859649,2176.6447595988075,2166.9208097020087,1879,2063.447005838523
1956-02-01,2335.318859649122,2159.9953909065543,2144.489388879798,1881,1821.3105596980467
1956-03-01,2472.0030701754376,2297.661809553106,2276.406059465153,2165,1944.7964647125273
1956-04-01,2580.055701754385,2406.696648396755,2379.723453037022,2199,2142.3483179261357
1956-05-01,2642.95043859649,2470.5735917635943,2437.9152538059298,2308,2292.6481602948625
1956-06-01,2797.424122807017,2626.029480802693,2587.7183038771423,2529,2228.112918046335
1956-07-01,3187.634649122806,3017.222209242801,2973.2904979874997,2573,2774.352124124238
1956-08-01,4292.424122807017,4122.993878998552,4073.473941400159,3946,4060.843442770123
1956-09-01,3542.634649122806,3374.186613299129,3319.1107393782795,3200,2806.723760822857
1956-10-01,3073.582017543859,2906.116186686031,2845.5166813955466,2574,2876.90077444511
1956-11-01,2894.055701754385,2727.5720727820067,2661.481241136168,2422,2486.6485372491134
1956-12-01,2655.5293859649114,2490.027958234812,2418.478102810672,2446,2227.8933668734126
1957-01-01,2478.7429824561395,2314.71485708411,2265.807584657212,2828,2091.8702211722702
1957-02-01,2461.1114035087708,2299.0476926819088,2244.778293265524,2879,2407.0695358481316
1957-03-01,2597.795614035087,2437.6963156185134,2378.1293952152832,2800,2905.136984827648
1957-04-01,2705.848245614034,2547.713358752215,2482.9135220854387,2835,2853.957148452494
1957-05-01,2768.7429824561395,2612.5725064091066,2542.6043580865157,2585,2897.5513764678635
1957-06-01,2923.216666666666,2769.010599738257,2693.9387453237778,2787,2817.8779052974987
1957-07-01,3313.4271929824554,3161.1855324684184,3081.074578534068,3334,3066.490056054574
1957-08-01,4418.216666666666,4267.939406514222,4182.853962980544,4746,4598.273226424708
1957-09-01,3668.427192982456,3520.114345104851,3430.11900392636,3613,3770.81687168409
1957-10-01,3199.374561403508,3053.0261227818064,2958.185490845206,3463,3358.173752999255
1957-11-01,3019.8482456140346,2875.4642131678343,2775.8428974212898,3274,3140.2279558658556
1957-12-01,2781.3219298245604,2638.902302910693,2534.5649078651363,2801,3198.6634411760806
1958-01-01,2604.5355263157885,2464.5714060500427,2383.6518404149024,2488,3015.647233898225
1958-02-01,2586.90394736842,2449.8864459378947,2364.412301660321,2386,2715.9089328706305
1958-03-01,2723.588157894736,2589.517273164552,2499.585458181071,2428,2707.301458926191
1958-04-01,2831.640789473683,2700.516520588306,2606.223941556097,2678,2657.630920441685
1958-05-01,2894.5355263157885,2766.3578725352504,2667.8014359959284,2744,2613.6900481751854
1958-06-01,3049.009210526315,2923.7781701544536,2821.054783605828,2772,2952.8271286167073
1958-07-01,3439.2197368421043,3316.9353071746677,3210.141879122635,3520,3085.3079625306946
1958-08-01,4544.009210526315,4424.671385510524,4313.904827809511,3833,4557.493740505441
1958-09-01,3794.219736842104,3677.828528391205,3563.1857349296106,3377,3274.4537088830184
1958-10-01,3325.167105263157,3211.7225103582127,3093.30038995662,3013,2906.6835564745124
1958-11-01,3145.6407894736835,3035.1428050342934,2913.0382665747507,2871,2852.617668510902
1958-12-01,2907.1144736842098,2799.5630990672043,2673.873048994526,2592,2579.71740776787
1959-01-01,2730.328070175437,2626.214406496607,2525.105055454102,2375,2609.4389480750306
1959-02-01,2712.696491228069,2612.511650674511,2508.0428925432143,2304,2358.9496750089147
1959-03-01,2849.380701754385,2753.1246821912214,2645.4257268415386,2464,2262.9825896095645
1959-04-01,2957.4333333333325,2865.106133905028,2754.3061899280237,2557,2511.748669102958
1959-05-01,3020.328070175437,2931.9296901420253,2818.1579660131924,2739,2421.8264626730206
1959-06-01,3174.801754385964,3090.332192051281,2973.717897202313,2714,2771.0584830533
1959-07-01,3565.0122807017533,3484.471533361547,3365.143878232225,3102,3294.38921096169
1959-08-01,4669.801754385964,4593.189815987456,4471.278014366085,3961,4096.696249395776
1959-09-01,3920.0122807017538,3847.329163158191,3722.9624108670528,3772,3243.8098446354616
1959-10-01,3450.9596491228062,3382.2053494152506,3255.5128572088133,3245,3226.7241118635084
1959-11-01,3271.4333333333325,3206.6078483813835,3077.7188270755746,3104,3136.503953173662
1959-12-01,3032.9070175438587,2972.0103467043477,2841.054004677863,2869,2693.5769136677945
1960-01-01,2856.120614035087,2799.643858423803,2694.818708253837,2513,2496.7203729793346
1960-02-01,2838.4890350877185,2786.92330689176,2680.321544393228,2385,2474.9297271366595
1960-03-01,2975.1732456140344,2928.5185426985217,2820.301679675712,2756,2536.353133182487
1960-04-01,3083.225877192981,3041.482198702381,2931.811745680239,2927,2860.1896413747427
1960-05-01,3146.120614035087,3109.287959229431,2998.325426617333,2940,3068.0907629429967
1960-06-01,3300.594298245613,3268.6726654287395,3156.57956459226,3180,2925.4689977962535
1960-07-01,3690.8048245614023,3663.794211029058,3550.7320543418605,3791,3659.8518246975273
1960-08-01,4795.594298245614,4773.49469794502,4659.625001129292,4093,4369.986949818151
1960-09-01,4045.8048245614023,4028.616249405807,3914.1005102177137,4309,3852.532619190846
1960-10-01,3576.752192982455,3564.4746399529195,3449.4743710808075,3532,3658.159265917131
1960-11-01,3397.225877192982,3389.8593432091056,3274.5360574027877,3408,3519.8667358157945
1960-12-01,3158.699561403508,3156.2440458221217,3040.759253394176,2839,3169.9706993263353
1961-01-01,2981.913157894736,2984.85976183163,2897.4442772931297,2792,2723.2670553641456
1961-02-01,2964.2815789473675,2973.121414589639,2885.899735689384,2798,2658.561616784177
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162616,3007,3067.374063412337
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3119.961552508722
1961-05-01,3271.9131578947363,3298.432679797468,3212.955296287372,3201,3206.9284323851753
1961-06-01,3426.3868421052625,3458.7995902868297,3374.2912642546926,3428,3341.1050136827344
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930567,3754,3821.3504618258376
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578155,4917,4432.251998404896
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460614,3760,4696.851113640492
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516296,3609,3538.887514253568
1961-11-01,3523.018421052631,3584.8972895174584,3508.141436035411,3471,3329.0632303282146
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622485,3347,3106.1618820762087
1962-01-01,3107.705701754385,3181.862116720088,3137.6332410510067,3333,3041.8876847989295
1962-02-01,3090.0741228070165,3171.10597376815,3129.428944910709,3456,3157.8059292859944
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812693,3569,3508.9694468199123
1962-04-01,3334.81096491228,3429.593682738982,3393.6986932416376,3900,3671.2379223935204
1962-05-01,3397.705701754385,3499.3638518461366,3466.699053502337,3909,3822.9446085669542
1962-06-01,3552.1793859649115,3660.7129666255514,3631.5044746686335,4098,4067.8272948959293
1962-07-01,3942.389912280701,4057.798920805975,4032.272851477367,4826,4693.263911084071
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191697,5770,5366.609942883282
1962-09-01,4297.389912280701,4426.549776342934,4409.06689307478,5108,5154.450021952176
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600302,4360,4721.733864279409
1962-11-01,3648.81096491228,3791.7216873064426,3783.18644145247,4100,4350.547876672563
1962-12-01,3410.2846491228065,3560.0707984995643,3556.3485438418147,3562,3874.633435680257
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006488,3284,3743.420805368858
1963-02-01,3215.866666666666,3380.8769844272915,3415.5606505362257,3278,3596.469915140806
1963-03-01,3352.5508771929817,3525.418833104212,3565.6584280107027,3424,3698.887484754231
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008868,3843,3788.856457269442
1963-05-01,3523.498245614034,3712.0814753754366,3764.20817674125,3614,3874.8666531084436
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,3987.5054007647996
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461288,4505,4170.540755705464
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448944,5456,5438.841554397917
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539236,4881,4534.1230016725785
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205847,4041,4224.892197721685
1963-11-01,3774.603508771929,4010.332536576058,4104.32255213299,3724,3900.4483555806783
1963-12-01,3536.077192982455,3779.663852059232,3881.53554253119,3525,3341.9721077790655
1964-01-01,3359.290789473683,3611.2261809388974,3749.3072666386,3437,3258.504439803579
1964-02-01,3341.659210526315,3602.4344465670647,3748.9463310449582,3324,3389.293976885231
1964-03-01,3478.343421052631,3747.958499534038,3903.191902329937,3977,3465.3293052080717
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072485,4025,4055.996800949575
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483133,4016,3891.0728557447355
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4003.4331578820547
1964-07-01,4193.974999999999,4498.949436505416,4691.97609836135,4489,4889.017150948133
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828918,5563,5610.526096567959
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333004,5709,4993.839208255449
1964-10-01,4079.922368421052,4411.416316909908,4635.840462347293,4620,4611.948816204971
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555993,4160,4419.473631015171
1964-12-01,3661.869736842104,4011.043357099531,4257.852748169634,4012,3886.5922268055365
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426367,3987,3701.173794999824
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915928,4155,3895.155507517573
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4460.723871879491
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911514,4485,4488.057238938567
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207012,4558,4394.346898340462
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209753,4462,4428.269716313418
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656577,4594,5159.303705223094
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810644,6481,5971.379865484803
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5942.584694352912
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,5245.124647457478
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200505,4824,4800.60449984801
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236172,4573,4601.677349065785
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848814,4158,4564.1271986065585
1966-02-01,3593.2442982456128,4080.908725288505,4576.085530628166,4140,4314.902644845188
1966-03-01,3729.928508771929,4228.397186835583,4739.7895591539045,4251,4516.756323819856
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004977,4734,4689.039323689931
1966-05-01,3900.8758771929815,4420.953054847123,4965.842527391913,4858,4737.3196016462025
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419971,4798,4728.008763301079
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825997,5080,5127.123344642403
1966-08-01,5550.349561403507,6102.839470783659,6700.6395208731465,6905,6526.318903698091
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824578,5504,6673.2772118921675
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153974,5457,4949.217420705092
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545551,5198,4777.102185386804
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209827,4890,4907.60242833056
